"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
1.40908336853994e-15,-0.498663980610805,0.84,0.977,3.30331414086818e-11,"Slc8a1","Astrocytes","24hrvs1hr_SAL","Down"
1.46422425527649e-15,-0.650546347511972,0.773,0.921,3.43258092164467e-11,"Gm20754","Astrocytes","24hrvs1hr_SAL","Down"
3.74889280675997e-15,-0.81169637684029,0.37,0.74,8.7885294068874e-11,"Agbl4","Astrocytes","24hrvs1hr_SAL","Down"
3.78356317621357e-15,-0.905225861334678,0.83,0.966,8.86980715399746e-11,"Hs6st3","Astrocytes","24hrvs1hr_SAL","Down"
3.8233184585226e-15,-0.944565984791122,0.27,0.638,8.96300546231454e-11,"Plppr1","Astrocytes","24hrvs1hr_SAL","Down"
3.88133693812104e-15,-0.51748809713325,0.947,0.994,9.09901818403715e-11,"Rbfox1","Astrocytes","24hrvs1hr_SAL","Down"
4.23748147632356e-15,-0.48865739420007,0.777,0.949,9.93392782494533e-11,"Dpp6","Astrocytes","24hrvs1hr_SAL","Down"
4.73195060570007e-15,-0.573179054103551,0.706,0.91,1.10931118049427e-10,"Myt1l","Astrocytes","24hrvs1hr_SAL","Down"
5.44790727398015e-15,-0.704596856334101,0.8,0.932,1.27715290223917e-10,"Kcnh7","Astrocytes","24hrvs1hr_SAL","Down"
6.03676176349513e-15,-0.625579390332425,0.755,0.927,1.41519806021616e-10,"Cacna2d1","Astrocytes","24hrvs1hr_SAL","Down"
9.93687357854261e-15,-0.694465602163408,0.421,0.751,2.32950127301774e-10,"Sgcz","Astrocytes","24hrvs1hr_SAL","Down"
1.14198063993187e-14,-0.920358741659966,0.329,0.689,2.67714521419229e-10,"Snap91","Astrocytes","24hrvs1hr_SAL","Down"
1.62003868724078e-14,-0.824931091388833,0.417,0.746,3.79785669449856e-10,"Csrnp3","Astrocytes","24hrvs1hr_SAL","Down"
1.64401583463242e-14,-0.462181581260711,0.652,0.904,3.85406632112877e-10,"Sorbs2","Astrocytes","24hrvs1hr_SAL","Down"
1.7054774819045e-14,-0.983101096389949,0.902,0.989,3.99815086082872e-10,"Cntnap2","Astrocytes","24hrvs1hr_SAL","Down"
1.92319846641279e-14,-0.721557985780678,0.46,0.802,4.50855416481151e-10,"Prkcb","Astrocytes","24hrvs1hr_SAL","Down"
2.17313323348512e-14,-0.881776422772774,0.914,0.977,5.09447623925918e-10,"Kcnip4","Astrocytes","24hrvs1hr_SAL","Down"
3.58151906690046e-14,-0.5755491107554,0.513,0.819,8.39615514853476e-10,"Brinp1","Astrocytes","24hrvs1hr_SAL","Down"
3.64690161255024e-14,-0.763326859740641,0.215,0.559,8.54943145030152e-10,"Cntnap5b","Astrocytes","24hrvs1hr_SAL","Down"
4.78514678622476e-14,-1.97726500992427,0.207,0.458,1.12178196109467e-09,"Gm47283","Astrocytes","24hrvs1hr_SAL","Down"
4.97256414048197e-14,0.786506175944521,0.935,0.802,1.16571821145319e-09,"Wdr17","Astrocytes","24hrvs1hr_SAL","Up"
7.07841035321489e-14,-0.57933113298857,0.607,0.859,1.65939173910417e-09,"Mctp1","Astrocytes","24hrvs1hr_SAL","Down"
8.19795602542155e-14,-0.958450371042675,0.965,0.994,1.92184683103957e-09,"Ptprd","Astrocytes","24hrvs1hr_SAL","Down"
8.26140533606175e-14,-0.905575061935959,0.448,0.785,1.93672125293296e-09,"Pam","Astrocytes","24hrvs1hr_SAL","Down"
1.05877342400751e-13,-0.428656878776507,0.832,0.955,2.4820825379008e-09,"Gria1","Astrocytes","24hrvs1hr_SAL","Down"
1.14126766237076e-13,-0.602546642420899,0.91,0.983,2.67547378089578e-09,"Lrrc7","Astrocytes","24hrvs1hr_SAL","Down"
1.19530432063305e-13,-0.487215292879741,0.757,0.904,2.80215191886007e-09,"Ryr2","Astrocytes","24hrvs1hr_SAL","Down"
1.2096212897044e-13,-1.29842817443734,0.217,0.531,2.83571518945402e-09,"Grin1","Astrocytes","24hrvs1hr_SAL","Down"
1.43842831949248e-13,-0.571972423021634,0.681,0.876,3.37210750938622e-09,"Nkain3","Astrocytes","24hrvs1hr_SAL","Down"
1.49802707822904e-13,-0.268754548960634,0.798,0.915,3.51182487949235e-09,"Rims1","Astrocytes","24hrvs1hr_SAL","Down"
1.68797139711198e-13,-2.40829787115392,0.076,0.288,3.95711134624961e-09,"Hsp90aa1","Astrocytes","24hrvs1hr_SAL","Down"
1.69264424704118e-13,-0.652445705936741,0.869,0.932,3.96806590833865e-09,"Lrrtm4","Astrocytes","24hrvs1hr_SAL","Down"
1.85515613794279e-13,-0.514090769219579,0.536,0.825,4.34904253417929e-09,"Cdh8","Astrocytes","24hrvs1hr_SAL","Down"
1.88470120465056e-13,-0.885604160418674,0.556,0.87,4.41830503406231e-09,"Atp1b1","Astrocytes","24hrvs1hr_SAL","Down"
1.9757548442385e-13,-0.854293484451349,0.542,0.864,4.63176208134832e-09,"Shisa6","Astrocytes","24hrvs1hr_SAL","Down"
2.23199709246483e-13,-0.541996402006152,0.661,0.847,5.2324707838653e-09,"Tafa2","Astrocytes","24hrvs1hr_SAL","Down"
2.3120468052286e-13,-0.84640785242,0.622,0.825,5.42013132549742e-09,"Dpp10","Astrocytes","24hrvs1hr_SAL","Down"
2.33834545292564e-13,-0.438853420648565,0.791,0.944,5.48178324529358e-09,"Kcnq5","Astrocytes","24hrvs1hr_SAL","Down"
3.15557092073768e-13,-0.836036484056489,0.452,0.808,7.39760490948535e-09,"Adam22","Astrocytes","24hrvs1hr_SAL","Down"
5.1721118292344e-13,-0.363544729070505,0.771,0.932,1.21249817612742e-08,"Cacna1c","Astrocytes","24hrvs1hr_SAL","Down"
5.54340916711422e-13,-0.766564407052585,0.575,0.87,1.29954141104659e-08,"Ptprk","Astrocytes","24hrvs1hr_SAL","Down"
6.04668097642775e-13,-1.12411651061211,0.229,0.548,1.41752342130396e-08,"Edil3","Astrocytes","24hrvs1hr_SAL","Down"
6.24082885384184e-13,-0.609954543795997,0.92,1,1.46303750820614e-08,"Grin2b","Astrocytes","24hrvs1hr_SAL","Down"
6.35278892733758e-13,-0.368779939535146,0.71,0.898,1.48928430823575e-08,"Kcnj3","Astrocytes","24hrvs1hr_SAL","Down"
6.55751738350106e-13,-0.514432794907191,0.769,0.921,1.53727880021415e-08,"Pcdh15","Astrocytes","24hrvs1hr_SAL","Down"
8.52763969518506e-13,-0.724411258458595,0.81,0.955,1.99913457374223e-08,"Schip1","Astrocytes","24hrvs1hr_SAL","Down"
1.4493559690197e-12,-0.935769676756385,0.292,0.638,3.39772519817287e-08,"Frmd5","Astrocytes","24hrvs1hr_SAL","Down"
1.85293261407194e-12,-0.928909602411108,0.303,0.633,4.34382992716885e-08,"Jakmip2","Astrocytes","24hrvs1hr_SAL","Down"
2.1300810513342e-12,-1.20284408530696,0.237,0.548,4.99354900864276e-08,"Bcl11a","Astrocytes","24hrvs1hr_SAL","Down"
2.74992207086948e-12,-1.80594817439277,0.117,0.345,6.44664231073933e-08,"Scn3a","Astrocytes","24hrvs1hr_SAL","Down"
2.84342917064821e-12,-0.830458401171299,0.65,0.904,6.6658510047506e-08,"mt-Co3","Astrocytes","24hrvs1hr_SAL","Down"
6.57877395935771e-12,-0.442340112320764,0.652,0.898,1.54226197929223e-07,"Cacna2d3","Astrocytes","24hrvs1hr_SAL","Down"
7.52956096594305e-12,-1.93883555135025,0.108,0.339,1.76515497724603e-07,"Hs3st4","Astrocytes","24hrvs1hr_SAL","Down"
1.09026541084423e-11,-0.537783422308135,0.626,0.876,2.55590920264213e-07,"Map1b","Astrocytes","24hrvs1hr_SAL","Down"
1.245722061812e-11,-0.756786028777724,0.462,0.808,2.92034622950588e-07,"Mapt","Astrocytes","24hrvs1hr_SAL","Down"
1.42916513447533e-11,-0.410589055001778,0.873,0.989,3.35039182475051e-07,"Nrg1","Astrocytes","24hrvs1hr_SAL","Down"
2.01313734561053e-11,-0.8830069120412,0.957,1,4.71939787931478e-07,"Opcml","Astrocytes","24hrvs1hr_SAL","Down"
2.21729108666196e-11,-0.372093637624814,0.693,0.898,5.19799549446163e-07,"Kcnq3","Astrocytes","24hrvs1hr_SAL","Down"
2.48751570719282e-11,-0.573543011607246,0.446,0.774,5.83148307237212e-07,"D430041D05Rik","Astrocytes","24hrvs1hr_SAL","Down"
3.14980130227381e-11,-0.390211398267009,0.616,0.859,7.38407919292049e-07,"Epha7","Astrocytes","24hrvs1hr_SAL","Down"
3.28334849675069e-11,-2.05199168045757,0.151,0.362,7.69715388093265e-07,"Tubb2b","Astrocytes","24hrvs1hr_SAL","Down"
3.40465709491995e-11,-1.84447601962287,0.168,0.384,7.98153762762085e-07,"Tubb2a","Astrocytes","24hrvs1hr_SAL","Down"
4.15593199504062e-11,-1.85656999898772,0.119,0.345,9.74275137597372e-07,"Grm1","Astrocytes","24hrvs1hr_SAL","Down"
4.69228786463281e-11,-1.40579333334211,0.28,0.508,1.10001304410587e-06,"Ckb","Astrocytes","24hrvs1hr_SAL","Down"
4.82072658371768e-11,0.548557362826996,0.963,0.91,1.13012293302094e-06,"Gm3764","Astrocytes","24hrvs1hr_SAL","Up"
6.0800875643955e-11,-0.754697112818674,0.509,0.797,1.42535492772124e-06,"Tmeff2","Astrocytes","24hrvs1hr_SAL","Down"
6.29229840185228e-11,-1.64128990035019,0.119,0.345,1.47510351434623e-06,"Pex5l","Astrocytes","24hrvs1hr_SAL","Down"
6.54204821215481e-11,-1.79106434222587,0.164,0.379,1.53365236237545e-06,"Hspa8","Astrocytes","24hrvs1hr_SAL","Down"
1.15601014741098e-10,0.921367191292673,0.728,0.458,2.71003458857556e-06,"Mir9-3hg","Astrocytes","24hrvs1hr_SAL","Up"
1.54580976199231e-10,-1.2022702180016,0.217,0.492,3.62384182503856e-06,"Tnr","Astrocytes","24hrvs1hr_SAL","Down"
2.03139158519036e-10,-0.413907106561773,0.836,0.96,4.76219129316175e-06,"Arpp21","Astrocytes","24hrvs1hr_SAL","Down"
2.36626049406173e-10,-0.720886412397604,0.27,0.565,5.54722447622891e-06,"Gpr158","Astrocytes","24hrvs1hr_SAL","Down"
3.90011768136194e-10,-0.739186254099227,0.227,0.52,9.14304588041679e-06,"Tmem108","Astrocytes","24hrvs1hr_SAL","Down"
5.39878077143847e-10,-1.14610075269674,0.18,0.429,1.26563617624832e-05,"Rapgef4","Astrocytes","24hrvs1hr_SAL","Down"
5.60134110553002e-10,0.693558257146506,0.928,0.734,1.3131223953694e-05,"Msi2","Astrocytes","24hrvs1hr_SAL","Up"
7.23862825251305e-10,-0.456251398063521,0.742,0.921,1.69695162123663e-05,"Tmem178b","Astrocytes","24hrvs1hr_SAL","Down"
8.19009442629171e-10,0.831637239127198,0.767,0.492,1.92000383635556e-05,"Rgs20","Astrocytes","24hrvs1hr_SAL","Up"
1.06818687526481e-09,-0.33749797808207,0.724,0.932,2.50415049168329e-05,"Cacna1d","Astrocytes","24hrvs1hr_SAL","Down"
1.11078175327845e-09,-0.542143736078487,0.622,0.842,2.60400566421067e-05,"Kcnt2","Astrocytes","24hrvs1hr_SAL","Down"
1.18294687560895e-09,-0.540021970756204,0.546,0.847,2.77318236049007e-05,"Eml6","Astrocytes","24hrvs1hr_SAL","Down"
1.3017690554906e-09,-0.379033617019837,0.812,0.927,3.05173719678661e-05,"Gls","Astrocytes","24hrvs1hr_SAL","Down"
1.42651162767797e-09,-0.450957852440856,0.624,0.893,3.34417120876546e-05,"Unc79","Astrocytes","24hrvs1hr_SAL","Down"
1.52768981196767e-09,-0.626361476271347,0.967,1,3.58136322619581e-05,"Nbea","Astrocytes","24hrvs1hr_SAL","Down"
1.99157877785507e-09,0.512630281146208,0.949,0.853,4.66885812892564e-05,"Nckap5","Astrocytes","24hrvs1hr_SAL","Up"
2.0642347557664e-09,-0.325947977595897,0.834,0.977,4.83918553794317e-05,"Phactr1","Astrocytes","24hrvs1hr_SAL","Down"
2.08656415943813e-09,-0.751732596229181,0.335,0.638,4.89153235897081e-05,"Sobp","Astrocytes","24hrvs1hr_SAL","Down"
2.27108747959625e-09,0.519590572614267,0.984,0.955,5.32411037841749e-05,"Mir100hg","Astrocytes","24hrvs1hr_SAL","Up"
2.28348695998634e-09,0.513871850585204,0.951,0.898,5.35317848029599e-05,"Rora","Astrocytes","24hrvs1hr_SAL","Up"
2.28470596734777e-09,-0.198831687507128,0.712,0.876,5.35603619925337e-05,"Clstn2","Astrocytes","24hrvs1hr_SAL","Down"
2.40241328456052e-09,0.977204783935876,0.697,0.452,5.63197746299522e-05,"Pitpnc1","Astrocytes","24hrvs1hr_SAL","Up"
2.64315341211738e-09,-0.553760660637159,0.54,0.808,6.19634454402677e-05,"Ccdc85a","Astrocytes","24hrvs1hr_SAL","Down"
3.48251213021018e-09,-0.825865524270314,0.362,0.667,8.16405318685172e-05,"Pde10a","Astrocytes","24hrvs1hr_SAL","Down"
3.78154878301377e-09,-0.5773121516534,0.427,0.734,8.86508481201917e-05,"Dscaml1","Astrocytes","24hrvs1hr_SAL","Down"
4.29551231717483e-09,-0.719640527950677,0.429,0.734,0.000100699695251529,"Scn8a","Astrocytes","24hrvs1hr_SAL","Down"
7.37031881144819e-09,-0.522146815456019,0.65,0.859,0.00017278238389678,"Mgat4c","Astrocytes","24hrvs1hr_SAL","Down"
7.42577929892531e-09,0.651727497572899,0.855,0.638,0.000174082544104706,"Stox2","Astrocytes","24hrvs1hr_SAL","Up"
7.54835396759284e-09,-1.81737717966999,0.147,0.328,0.000176956062062279,"Actg1","Astrocytes","24hrvs1hr_SAL","Down"
8.59417232850285e-09,-0.710448653372973,0.634,0.87,0.000201473181897092,"Rtn3","Astrocytes","24hrvs1hr_SAL","Down"
9.14439957188132e-09,-0.696392455441673,0.947,1,0.000214372159163614,"Nkain2","Astrocytes","24hrvs1hr_SAL","Down"
1.07990306028233e-08,1.57723844214527,0.395,0.147,0.000253161674421986,"Gm11266","Astrocytes","24hrvs1hr_SAL","Up"
1.12361945661232e-08,-0.510492828098386,0.644,0.881,0.000263410109213626,"Cacnb2","Astrocytes","24hrvs1hr_SAL","Down"
1.23133446372814e-08,0.388618112387983,0.996,0.972,0.000288661738331787,"Npas3","Astrocytes","24hrvs1hr_SAL","Up"
1.46877074530924e-08,-0.560233077999278,0.642,0.876,0.000344323925822846,"Unc5c","Astrocytes","24hrvs1hr_SAL","Down"
1.70065155842355e-08,-0.410571850621058,0.554,0.831,0.000398683744841232,"Cacna1a","Astrocytes","24hrvs1hr_SAL","Down"
1.7779843800959e-08,-0.409995098105908,0.742,0.904,0.000416812878225883,"Hivep2","Astrocytes","24hrvs1hr_SAL","Down"
1.83486127699853e-08,-1.19682805800925,0.147,0.35,0.000430146529166765,"Fam135b","Astrocytes","24hrvs1hr_SAL","Down"
1.98235502364527e-08,-0.390787222536404,0.703,0.898,0.00046472348819316,"Plxna4","Astrocytes","24hrvs1hr_SAL","Down"
2.28435055280106e-08,-0.704465755946627,0.481,0.757,0.000535520300093152,"A330076H08Rik","Astrocytes","24hrvs1hr_SAL","Down"
2.48802137238439e-08,-0.206450040915561,0.838,0.932,0.000583266850328071,"Robo1","Astrocytes","24hrvs1hr_SAL","Down"
2.5737432664073e-08,-0.353087710003996,0.793,0.927,0.000603362633943864,"Enox1","Astrocytes","24hrvs1hr_SAL","Down"
2.69868586409757e-08,-0.596394987485469,0.863,0.966,0.000632652927120393,"Atp2b1","Astrocytes","24hrvs1hr_SAL","Down"
3.4883494036094e-08,1.53852725009072,0.446,0.22,0.000817773750688151,"Tnfaip8","Astrocytes","24hrvs1hr_SAL","Up"
4.51183857378494e-08,-0.3530750078693,0.685,0.898,0.0010577103168524,"Gtdc1","Astrocytes","24hrvs1hr_SAL","Down"
6.55037642850206e-08,-0.464269376778584,0.462,0.78,0.00153560474613374,"Tnrc6c","Astrocytes","24hrvs1hr_SAL","Down"
7.45669431963879e-08,-0.362458986981851,0.742,0.921,0.00174807284935292,"Akap6","Astrocytes","24hrvs1hr_SAL","Down"
8.1303339398284e-08,0.588315639422445,0.877,0.74,0.00190599418551397,"Grm3","Astrocytes","24hrvs1hr_SAL","Up"
8.31009038030124e-08,1.06034093323509,0.552,0.294,0.00194813448785402,"Pou2f1","Astrocytes","24hrvs1hr_SAL","Up"
8.79294635323322e-08,-0.470944435004212,0.591,0.847,0.00206133041358846,"Cdh11","Astrocytes","24hrvs1hr_SAL","Down"
9.28443731426128e-08,-0.574455105905292,0.628,0.887,0.00217655063958227,"Sipa1l1","Astrocytes","24hrvs1hr_SAL","Down"
9.66592562411668e-08,-1.68857823612124,0.184,0.35,0.00226598294406167,"Actb","Astrocytes","24hrvs1hr_SAL","Down"
9.89332145776381e-08,0.784043789284146,0.624,0.362,0.00231929134934357,"Nova1","Astrocytes","24hrvs1hr_SAL","Up"
1.01250616355347e-07,-0.522163810289594,0.751,0.944,0.0023736181992184,"Chl1","Astrocytes","24hrvs1hr_SAL","Down"
1.04278797946134e-07,0.629548665547798,0.849,0.723,0.00244460786025122,"Maml2","Astrocytes","24hrvs1hr_SAL","Up"
1.33095631001006e-07,-0.458393850145892,0.472,0.751,0.00312016087755659,"Sgcd","Astrocytes","24hrvs1hr_SAL","Down"
1.67346598022111e-07,-0.516818538476491,0.969,1,0.00392310629743235,"Fgf14","Astrocytes","24hrvs1hr_SAL","Down"
1.77513843243678e-07,-0.491227281005929,0.798,0.944,0.00416145702716155,"Rtn1","Astrocytes","24hrvs1hr_SAL","Down"
1.78868261294538e-07,0.507686938543966,0.982,0.972,0.00419320864952785,"Sema6d","Astrocytes","24hrvs1hr_SAL","Up"
2.16005185791943e-07,-0.682706208515356,0.282,0.548,0.00506380957052052,"Sh3gl2","Astrocytes","24hrvs1hr_SAL","Down"
2.51804172660413e-07,-0.386768394071306,0.8,0.955,0.00590304521967806,"Fbxl17","Astrocytes","24hrvs1hr_SAL","Down"
2.59524133496904e-07,-0.439653457716599,0.648,0.864,0.00608402426156793,"Foxp1","Astrocytes","24hrvs1hr_SAL","Down"
2.72454106771453e-07,-1.70334530548618,0.131,0.288,0.00638714162504317,"Hsp90ab1","Astrocytes","24hrvs1hr_SAL","Down"
2.91896168558234e-07,1.05934348762763,0.421,0.186,0.00684292187951068,"Myo10","Astrocytes","24hrvs1hr_SAL","Up"
4.13410919890928e-07,-0.456764877028446,0.728,0.91,0.00969159219500303,"Pclo","Astrocytes","24hrvs1hr_SAL","Down"
4.36360937638345e-07,-1.84226367965483,0.133,0.288,0.0102296094610557,"Ppia","Astrocytes","24hrvs1hr_SAL","Down"
4.39998109342514e-07,1.38263538650115,0.397,0.181,0.0103148756773166,"8030451A03Rik","Astrocytes","24hrvs1hr_SAL","Up"
4.4688434528341e-07,-0.466392441295309,0.421,0.712,0.010476309706479,"Nrp1","Astrocytes","24hrvs1hr_SAL","Down"
5.10111887661628e-07,0.798364668265934,0.534,0.299,0.0119585529824515,"Wwox","Astrocytes","24hrvs1hr_SAL","Up"
5.12259513882433e-07,-0.631715431528594,0.495,0.774,0.0120088997839459,"Camta1","Astrocytes","24hrvs1hr_SAL","Down"
5.82682662440353e-07,0.557055881334069,0.988,0.977,0.0136598296555892,"Pbx1","Astrocytes","24hrvs1hr_SAL","Up"
6.03411563279824e-07,1.03221822751864,0.515,0.288,0.0141457772779689,"Klf7","Astrocytes","24hrvs1hr_SAL","Up"
6.31192835636064e-07,0.8328784445005,0.562,0.345,0.0147970536458162,"Rnf180","Astrocytes","24hrvs1hr_SAL","Up"
6.36269182127202e-07,1.2034941504573,0.495,0.282,0.014916058436608,"Gm6145","Astrocytes","24hrvs1hr_SAL","Up"
6.37409474797545e-07,-0.546717924538082,0.601,0.842,0.0149427903176788,"Gabra2","Astrocytes","24hrvs1hr_SAL","Down"
8.31817435396215e-07,-0.47104404331319,0.656,0.853,0.0195002961379935,"Nptn","Astrocytes","24hrvs1hr_SAL","Down"
8.63395275305951e-07,-0.612892071142737,0.44,0.712,0.0202405754389974,"Bicd1","Astrocytes","24hrvs1hr_SAL","Down"
9.31624302809717e-07,1.36966956857664,0.456,0.26,0.0218400685307682,"Prex2","Astrocytes","24hrvs1hr_SAL","Up"
9.9279871106762e-07,0.686944046653896,0.695,0.52,0.0232741801835582,"Rorb","Astrocytes","24hrvs1hr_SAL","Up"
1.01116709463477e-06,-0.522466093152469,0.395,0.667,0.0237047901995229,"Atp2c1","Astrocytes","24hrvs1hr_SAL","Down"
1.06252999171744e-06,0.329835258899374,1,1,0.0249088905958318,"Mir99ahg","Astrocytes","24hrvs1hr_SAL","Up"
1.10253433207949e-06,0.36343514575727,1,1,0.0258467123469394,"Zbtb20","Astrocytes","24hrvs1hr_SAL","Up"
1.2521709457888e-06,0.752168871643949,0.509,0.271,0.0293546434821269,"Gm35188","Astrocytes","24hrvs1hr_SAL","Up"
1.28465309672977e-06,0.977486948361375,0.626,0.441,0.0301161225466361,"Gli3","Astrocytes","24hrvs1hr_SAL","Up"
1.65652094854536e-06,-0.357248757781262,0.826,0.927,0.0388338205967488,"Ahi1","Astrocytes","24hrvs1hr_SAL","Down"
1.92848228332414e-06,-0.575318977197623,0.497,0.797,0.0452094101679679,"Nnat","Astrocytes","24hrvs1hr_SAL","Down"
2.00105801723238e-06,0.624715519468609,0.775,0.621,0.0469108030979788,"Gnao1","Astrocytes","24hrvs1hr_SAL","Up"
2.02618824075574e-06,-0.527133842086521,0.902,0.966,0.0474999309280368,"Epha5","Astrocytes","24hrvs1hr_SAL","Down"
2.07318359099361e-06,-1.03369639321942,0.168,0.345,0.0486016429236633,"Cdkl5","Astrocytes","24hrvs1hr_SAL","Down"
2.0936299523837e-06,-0.612856313391137,0.346,0.599,0.049080966973731,"Dync1i2","Astrocytes","24hrvs1hr_SAL","Down"
1.22284260330205e-07,0.439392231194079,0.981,0.96,0.002866709914921,"Slc1a3","Astrocytes","PTZvsSAL_1hr","Up"
1.38583469494983e-07,0.451930853610974,0.957,0.915,0.00324881227537089,"Cst3","Astrocytes","PTZvsSAL_1hr","Up"
9.27233663502841e-34,-1.17538540940352,0.759,0.926,2.17371387734971e-29,"Cwc22","Astrocytes","PTZvsSAL_24hr","Down"
2.259652504522e-15,0.943599642809061,0.842,0.65,5.29730336635092e-11,"mt-Co3","Astrocytes","PTZvsSAL_24hr","Up"
7.14085952482133e-12,1.30638109026762,0.41,0.207,1.67403169840386e-07,"Gm47283","Astrocytes","PTZvsSAL_24hr","Up"
1.61672274959526e-10,-0.364440895202421,1,1,3.79008314187618e-06,"Gm42418","Astrocytes","PTZvsSAL_24hr","Down"
2.033140068781e-10,-0.441846637170342,0.853,0.935,4.76629026324329e-06,"Wdr17","Astrocytes","PTZvsSAL_24hr","Down"
2.24779870320483e-10,1.07634331230825,0.59,0.401,5.26951449992307e-06,"mt-Co2","Astrocytes","PTZvsSAL_24hr","Up"
4.71826388321047e-10,0.975953438420112,0.59,0.401,1.10610260214103e-05,"mt-Atp6","Astrocytes","PTZvsSAL_24hr","Up"
2.46873362533281e-08,1.04812520644285,0.41,0.243,0.00057874522378677,"mt-Nd2","Astrocytes","PTZvsSAL_24hr","Up"
4.50346191752392e-08,1.01941943124812,0.476,0.313,0.00105574657732513,"mt-Nd1","Astrocytes","PTZvsSAL_24hr","Up"
4.71233878082537e-08,0.974080492088481,0.526,0.374,0.00110471358038889,"mt-Co1","Astrocytes","PTZvsSAL_24hr","Up"
5.66871861673417e-08,0.935068066379214,0.399,0.231,0.00132891770532099,"Plppr4","Astrocytes","PTZvsSAL_24hr","Up"
7.85744884663985e-08,0.880822403605959,0.382,0.213,0.00184202173311778,"Rbfox3","Astrocytes","PTZvsSAL_24hr","Up"
8.44947659779661e-08,-0.512640407708258,0.837,0.92,0.00198081079882146,"Camk1d","Astrocytes","PTZvsSAL_24hr","Down"
5.41726281332688e-07,-0.42291911973639,0.972,0.982,0.0126996892132822,"Sema6d","Astrocytes","PTZvsSAL_24hr","Down"
8.5325410495613e-07,1.04594739723591,0.296,0.155,0.0200028359824866,"Pfkp","Astrocytes","PTZvsSAL_24hr","Up"
1.17367797169848e-06,1.04377137935874,0.305,0.162,0.0275145326905274,"Epha3","Astrocytes","PTZvsSAL_24hr","Up"
6.08710563237858e-34,-0.895931202267611,0.995,1,1.42700017339851e-29,"Gm42418","CGE","24hrvs1hr_PTZ","Down"
5.96952078910626e-14,-1.23708428797625,0.617,0.787,1.39943475859018e-09,"Cwc22","CGE","24hrvs1hr_PTZ","Down"
6.67194592264497e-12,0.636868034761436,0.991,0.918,1.56410428264566e-07,"Zeb2","CGE","24hrvs1hr_PTZ","Up"
8.90771658626201e-12,-1.1434632335672,0.22,0.537,2.0882359993174e-07,"Hsp90aa1","CGE","24hrvs1hr_PTZ","Down"
1.18112194425724e-11,-0.686147152471127,0.692,0.872,2.76890417392224e-07,"AY036118","CGE","24hrvs1hr_PTZ","Down"
2.10994854759888e-11,-1.00401028776223,0.509,0.759,4.94635238013606e-07,"Peg3","CGE","24hrvs1hr_PTZ","Down"
4.14813940351024e-11,0.992047155858751,0.757,0.571,9.72448320364905e-07,"Pabpn1","CGE","24hrvs1hr_PTZ","Up"
3.78503441420465e-10,1.30028679380329,0.547,0.341,8.87325617721997e-06,"Cpt1c","CGE","24hrvs1hr_PTZ","Up"
6.04719660753536e-10,-2.09885886719277,0.084,0.304,1.41764430070452e-05,"Nap1l5","CGE","24hrvs1hr_PTZ","Down"
7.35280309599959e-10,-1.6380596275679,0.112,0.352,1.72371762979518e-05,"H3f3b","CGE","24hrvs1hr_PTZ","Down"
1.94927043829237e-09,1.22583819438989,0.5,0.276,4.5696746884888e-05,"Dalrd3","CGE","24hrvs1hr_PTZ","Up"
2.68376022794154e-09,-0.796793008682938,0.374,0.662,6.29153910236336e-05,"Atp6v0c","CGE","24hrvs1hr_PTZ","Down"
8.7799353785043e-09,0.553449446578772,0.911,0.844,0.000205828025078276,"Cacna1d","CGE","24hrvs1hr_PTZ","Up"
1.04653319801054e-08,-1.90823581245548,0.224,0.432,0.00024533877760961,"Lncpint","CGE","24hrvs1hr_PTZ","Down"
1.40978001956766e-08,-0.590354362327682,0.673,0.81,0.000330494729987246,"Atp1b1","CGE","24hrvs1hr_PTZ","Down"
